,Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
5527,average,pescetarian,other,moderate,twice a day,solar,hybrid,petrol,small,frequently,2.0,2.0,248.0,10.43,2796.0,3.72
5528,overweight,pescetarian,female,moderate,rarely,electricity,hybrid,hybrid,small,never,6.0,5.0,371.0,3.76,654.0,6.95
5529,athletic,vegan,male,moderate,twice a day,electricity,walk,petrol,large,frequently,2.0,1.0,409.0,6.19,546.0,8.04
5530,overweight,pescetarian,male,moderate,frequently,wood,private,diesel,extra large,never,5.0,4.0,444.0,11.29,2768.0,6.89
5531,overweight,vegetarian,female,moderate,daily,gas,public,electric,extra large,frequently,18.0,6.0,546.0,11.95,3053.0,6.21
5532,underweight,omnivore,other,high,rarely,gas,private,petrol,extra large,never,15.0,6.0,507.0,6.81,456.0,9.34
5533,overweight,vegetarian,female,high,daily,solar,hybrid,diesel,extra large,never,7.0,3.0,536.0,2.49,3515.0,5.47
5534,underweight,vegan,male,moderate,twice a day,electricity,walk,petrol,small,rarely,18.0,3.0,186.0,9.52,1191.0,7.0
5535,average,vegan,other,high,rarely,wood,private,diesel,extra large,frequently,18.0,3.0,202.0,4.5,1226.0,3.81
5536,athletic,pescetarian,female,low,rarely,electricity,private,petrol,medium,rarely,15.0,5.0,566.0,10.95,2112.0,4.5
5537,overweight,pescetarian,other,moderate,rarely,wood,hybrid,petrol,small,frequently,7.0,1.0,359.0,9.55,3344.0,3.11
5538,athletic,vegan,male,low,rarely,electricity,public,hybrid,medium,frequently,9.0,5.0,500.0,11.28,927.0,8.2
5539,overweight,vegan,male,moderate,daily,solar,private,hybrid,medium,frequently,8.0,6.0,501.0,2.58,2560.0,2.79
5540,athletic,vegetarian,male,moderate,rarely,solar,private,diesel,small,rarely,15.0,4.0,317.0,4.99,1187.0,3.09
5541,overweight,vegetarian,female,high,twice a day,electricity,bike,hybrid,medium,frequently,13.0,1.0,267.0,3.0,3930.0,1.96
5542,overweight,pescetarian,other,low,rarely,gas,hybrid,electric,medium,never,9.0,2.0,251.0,11.29,2021.0,7.61
5543,overweight,vegetarian,female,high,twice a day,wood,bike,hybrid,large,never,3.0,2.0,409.0,8.82,4287.0,1.68
5544,overweight,pescetarian,female,moderate,twice a day,gas,hybrid,diesel,extra large,frequently,9.0,6.0,162.0,0.3,3341.0,1.54
5545,overweight,pescetarian,female,low,daily,gas,hybrid,hybrid,medium,frequently,19.0,5.0,343.0,3.35,545.0,6.63
5546,overweight,omnivore,female,moderate,rarely,electricity,bike,diesel,large,frequently,14.0,5.0,214.0,8.85,3165.0,4.38
5547,overweight,pescetarian,other,high,twice a day,wood,public,electric,large,frequently,18.0,4.0,557.0,8.17,129.0,9.34
5548,overweight,vegetarian,other,moderate,rarely,wood,public,diesel,extra large,frequently,10.0,5.0,202.0,0.45,4482.0,8.89
5549,overweight,vegan,female,moderate,daily,solar,hybrid,diesel,large,frequently,19.0,2.0,477.0,4.62,780.0,5.47
5550,athletic,vegan,female,high,daily,electricity,bike,electric,large,rarely,13.0,2.0,109.0,9.52,2681.0,1.74
5551,underweight,vegetarian,male,moderate,rarely,electricity,private,electric,medium,never,14.0,1.0,116.0,4.07,4204.0,5.95
5552,overweight,vegan,male,low,twice a day,electricity,hybrid,diesel,extra large,frequently,3.0,6.0,330.0,2.88,2291.0,9.95
5553,underweight,pescetarian,other,high,frequently,solar,hybrid,petrol,extra large,rarely,16.0,1.0,57.0,8.52,849.0,6.94
5554,overweight,vegan,male,moderate,frequently,solar,walk,petrol,medium,rarely,0.0,5.0,330.0,7.84,4313.0,8.15
5555,overweight,vegetarian,other,high,daily,wood,public,diesel,small,frequently,18.0,6.0,469.0,0.3,1815.0,4.63
5556,athletic,vegan,other,moderate,twice a day,solar,bike,hybrid,large,rarely,4.0,3.0,591.0,10.87,3138.0,1.67
5557,average,pescetarian,other,high,frequently,electricity,private,diesel,medium,never,17.0,1.0,384.0,5.84,2879.0,9.46
5558,average,pescetarian,male,high,twice a day,electricity,private,diesel,large,frequently,16.0,2.0,237.0,10.29,596.0,3.97
5559,athletic,vegetarian,male,low,rarely,gas,hybrid,hybrid,extra large,frequently,9.0,7.0,502.0,4.69,2326.0,2.36
5560,underweight,vegetarian,other,high,daily,solar,private,electric,extra large,never,8.0,4.0,91.0,4.5,2876.0,2.4
5561,average,vegetarian,other,low,rarely,electricity,private,diesel,large,rarely,3.0,7.0,227.0,1.47,1555.0,2.23
5562,athletic,omnivore,female,high,rarely,electricity,hybrid,petrol,extra large,frequently,19.0,3.0,53.0,9.57,2212.0,4.87
5563,athletic,omnivore,other,high,rarely,wood,public,electric,extra large,never,18.0,6.0,359.0,0.05,3221.0,8.74
5564,average,pescetarian,other,moderate,twice a day,solar,walk,electric,small,never,2.0,2.0,129.0,3.48,4625.0,2.33
5565,underweight,omnivore,female,moderate,frequently,electricity,public,diesel,extra large,frequently,17.0,3.0,110.0,0.87,390.0,7.8
5566,athletic,omnivore,other,moderate,rarely,wood,public,petrol,extra large,never,2.0,4.0,222.0,8.54,2978.0,1.65
5567,overweight,vegan,other,high,daily,gas,walk,hybrid,large,frequently,7.0,6.0,427.0,8.6,3013.0,2.08
5568,underweight,omnivore,other,high,twice a day,gas,hybrid,hybrid,medium,rarely,4.0,5.0,436.0,3.76,565.0,2.05
5569,underweight,vegan,female,low,frequently,wood,public,hybrid,extra large,frequently,0.0,3.0,482.0,8.43,130.0,5.65
5570,average,vegetarian,male,low,rarely,solar,bike,petrol,extra large,frequently,17.0,4.0,564.0,2.98,2207.0,8.92
5571,average,vegan,other,low,daily,electricity,bike,electric,medium,never,13.0,7.0,52.0,3.77,883.0,7.7
5572,overweight,vegan,female,moderate,rarely,solar,walk,electric,medium,never,6.0,4.0,526.0,9.68,4049.0,8.78
5573,athletic,vegetarian,other,moderate,frequently,wood,bike,diesel,medium,rarely,8.0,3.0,132.0,8.87,3994.0,8.78
5574,average,vegetarian,female,low,frequently,electricity,hybrid,electric,large,frequently,13.0,7.0,108.0,9.29,4488.0,2.03
5575,average,pescetarian,other,high,rarely,electricity,private,electric,extra large,rarely,15.0,6.0,84.0,1.35,3196.0,5.96
5576,underweight,pescetarian,female,moderate,rarely,electricity,hybrid,hybrid,extra large,never,15.0,3.0,358.0,1.59,127.0,8.1
5577,average,pescetarian,male,moderate,twice a day,solar,walk,hybrid,medium,rarely,5.0,7.0,449.0,3.64,2043.0,9.55
5578,average,pescetarian,male,low,frequently,solar,private,hybrid,small,frequently,6.0,3.0,425.0,1.24,3781.0,7.16
5579,average,vegan,male,moderate,frequently,wood,bike,electric,large,frequently,0.0,3.0,228.0,6.26,2424.0,8.71
5580,average,vegan,other,low,rarely,gas,public,diesel,medium,frequently,10.0,5.0,203.0,6.37,2732.0,4.35
5581,underweight,pescetarian,female,moderate,daily,wood,bike,electric,medium,never,8.0,7.0,418.0,4.17,243.0,7.35
5582,overweight,omnivore,other,high,rarely,electricity,hybrid,diesel,extra large,never,0.0,2.0,117.0,4.98,3414.0,4.33
5583,overweight,pescetarian,other,high,rarely,wood,hybrid,electric,small,frequently,17.0,1.0,418.0,1.19,4209.0,2.75
5584,athletic,omnivore,female,moderate,frequently,gas,walk,petrol,large,never,9.0,5.0,467.0,8.15,2062.0,1.59
5585,average,vegetarian,other,low,twice a day,wood,public,electric,small,rarely,12.0,3.0,292.0,3.18,4018.0,8.96
5586,underweight,vegan,female,moderate,rarely,gas,public,petrol,small,rarely,4.0,4.0,326.0,9.33,1081.0,1.58
5587,athletic,vegan,female,low,daily,gas,private,diesel,extra large,frequently,7.0,6.0,492.0,9.25,1933.0,10.0
5588,athletic,omnivore,male,moderate,daily,electricity,private,electric,medium,never,12.0,5.0,138.0,7.09,3513.0,5.6
5589,overweight,pescetarian,male,high,rarely,gas,hybrid,electric,medium,frequently,15.0,1.0,308.0,5.27,609.0,5.53
5590,underweight,vegan,male,high,daily,solar,walk,diesel,small,rarely,6.0,6.0,286.0,2.48,2108.0,1.66
5591,underweight,omnivore,female,moderate,daily,wood,hybrid,hybrid,large,rarely,7.0,1.0,361.0,11.25,4025.0,1.67
5592,underweight,vegetarian,male,moderate,rarely,wood,public,hybrid,large,never,17.0,7.0,239.0,10.75,1318.0,7.46
5593,overweight,vegetarian,female,moderate,daily,solar,public,petrol,extra large,rarely,8.0,5.0,451.0,9.03,3018.0,4.99
5594,overweight,vegan,other,high,daily,solar,hybrid,electric,large,never,10.0,4.0,273.0,11.02,3216.0,2.6
5595,overweight,pescetarian,male,high,rarely,electricity,public,hybrid,extra large,never,16.0,7.0,64.0,10.79,1238.0,2.82
5596,overweight,omnivore,female,low,frequently,wood,private,diesel,small,rarely,13.0,4.0,243.0,6.27,2116.0,3.09
5597,overweight,vegan,female,moderate,twice a day,solar,public,diesel,large,rarely,1.0,6.0,79.0,2.52,4912.0,8.29
5598,average,vegetarian,female,moderate,twice a day,electricity,private,electric,medium,frequently,14.0,4.0,509.0,2.45,4768.0,6.5
5599,average,pescetarian,female,high,frequently,wood,bike,petrol,small,never,17.0,2.0,216.0,5.97,1899.0,1.65
5600,underweight,omnivore,male,moderate,rarely,wood,walk,diesel,extra large,frequently,4.0,4.0,284.0,8.7,2947.0,7.22
5601,athletic,vegan,male,low,frequently,solar,walk,electric,small,never,0.0,1.0,295.0,4.85,4265.0,5.68
5602,underweight,omnivore,male,moderate,twice a day,gas,public,petrol,small,rarely,15.0,6.0,368.0,4.85,1199.0,6.22
5603,athletic,pescetarian,female,high,twice a day,gas,walk,hybrid,extra large,never,11.0,3.0,56.0,0.87,448.0,3.72
5604,overweight,pescetarian,other,moderate,twice a day,solar,bike,electric,large,frequently,13.0,3.0,135.0,9.35,759.0,1.16
5605,athletic,vegetarian,female,high,twice a day,gas,public,petrol,large,never,16.0,7.0,377.0,2.06,3280.0,5.58
5606,underweight,pescetarian,other,low,rarely,wood,private,diesel,medium,rarely,0.0,1.0,264.0,10.78,496.0,6.36
5607,underweight,vegan,male,low,twice a day,electricity,bike,hybrid,large,frequently,13.0,4.0,584.0,2.09,3344.0,6.81
5608,athletic,omnivore,female,moderate,twice a day,electricity,bike,diesel,extra large,never,14.0,3.0,311.0,8.91,4568.0,4.98
5609,average,pescetarian,female,moderate,rarely,solar,walk,diesel,extra large,never,11.0,7.0,575.0,8.95,4331.0,6.05
5610,overweight,pescetarian,male,high,frequently,electricity,private,hybrid,extra large,never,16.0,6.0,333.0,10.34,501.0,5.9
5611,overweight,vegan,female,low,rarely,solar,hybrid,electric,large,never,8.0,1.0,310.0,6.26,4605.0,4.33
5612,underweight,omnivore,other,low,twice a day,gas,bike,electric,extra large,never,2.0,4.0,105.0,4.83,1591.0,8.27
5613,average,omnivore,other,low,daily,wood,walk,electric,large,rarely,11.0,2.0,559.0,1.16,388.0,4.9
5614,athletic,vegetarian,other,low,rarely,gas,bike,diesel,extra large,rarely,12.0,7.0,460.0,10.02,3691.0,3.14
5615,overweight,vegetarian,female,moderate,rarely,solar,private,diesel,extra large,frequently,1.0,3.0,493.0,5.0,2291.0,1.08
5616,average,omnivore,female,moderate,frequently,wood,private,electric,large,never,14.0,6.0,181.0,11.87,1634.0,3.59
5617,overweight,vegan,other,high,twice a day,wood,public,electric,medium,rarely,1.0,4.0,590.0,3.59,718.0,1.93
5618,average,vegan,female,low,daily,wood,hybrid,hybrid,medium,rarely,4.0,6.0,312.0,5.26,840.0,5.51
5619,average,vegetarian,other,moderate,rarely,gas,hybrid,diesel,medium,never,8.0,4.0,465.0,5.0,3310.0,4.43
5620,underweight,pescetarian,male,moderate,rarely,wood,walk,petrol,large,frequently,13.0,6.0,369.0,5.73,564.0,3.26
5621,overweight,vegan,other,low,rarely,gas,hybrid,electric,extra large,never,12.0,3.0,417.0,2.67,1743.0,2.16
5622,athletic,pescetarian,male,moderate,daily,gas,private,electric,large,frequently,3.0,4.0,405.0,3.29,1881.0,8.25
5623,underweight,vegan,male,high,rarely,wood,hybrid,diesel,small,frequently,7.0,6.0,526.0,5.53,4033.0,9.86
5624,underweight,omnivore,male,high,rarely,solar,walk,electric,small,rarely,6.0,5.0,89.0,9.25,2795.0,8.75
5625,athletic,vegetarian,other,low,daily,wood,bike,electric,large,frequently,16.0,5.0,372.0,8.93,4154.0,8.08
5626,underweight,pescetarian,other,high,rarely,wood,hybrid,diesel,small,rarely,5.0,2.0,404.0,2.21,1193.0,5.78
5627,average,pescetarian,female,moderate,daily,gas,hybrid,electric,medium,rarely,7.0,1.0,364.0,6.38,2271.0,8.52
5628,average,omnivore,female,high,frequently,wood,private,hybrid,medium,never,7.0,5.0,496.0,6.27,3294.0,5.81
5629,overweight,vegan,male,moderate,daily,solar,private,petrol,medium,never,12.0,5.0,212.0,6.85,1582.0,3.9
5630,overweight,pescetarian,other,low,frequently,wood,bike,diesel,small,frequently,7.0,2.0,363.0,3.78,1996.0,3.04
5631,athletic,vegan,female,low,daily,solar,public,hybrid,medium,never,4.0,5.0,187.0,8.62,2362.0,2.94
5632,overweight,omnivore,female,moderate,twice a day,electricity,hybrid,diesel,medium,never,8.0,5.0,290.0,3.36,3110.0,5.11
5633,average,vegetarian,female,moderate,rarely,electricity,private,diesel,medium,frequently,19.0,7.0,348.0,3.95,304.0,6.75
5634,athletic,pescetarian,other,high,frequently,electricity,public,diesel,large,never,1.0,6.0,282.0,2.3,631.0,2.37
5635,athletic,vegan,female,moderate,rarely,wood,hybrid,petrol,extra large,rarely,2.0,3.0,265.0,1.93,1111.0,1.11
5636,overweight,pescetarian,male,low,rarely,gas,hybrid,hybrid,extra large,never,3.0,7.0,408.0,10.58,2708.0,1.21
5637,average,vegan,other,moderate,daily,solar,public,petrol,large,never,18.0,2.0,178.0,4.73,4850.0,3.77
5638,athletic,vegan,female,high,twice a day,electricity,private,diesel,medium,never,6.0,4.0,223.0,9.07,360.0,7.49
5639,average,vegan,female,high,daily,solar,bike,electric,medium,rarely,8.0,4.0,176.0,9.1,524.0,1.03
5640,average,omnivore,other,moderate,rarely,gas,hybrid,petrol,large,frequently,5.0,1.0,479.0,6.85,3768.0,5.21
5641,average,vegetarian,female,high,daily,solar,walk,electric,large,rarely,2.0,7.0,495.0,9.91,2196.0,3.68
5642,overweight,pescetarian,female,high,frequently,solar,walk,diesel,small,frequently,13.0,1.0,332.0,0.01,4433.0,9.23
5643,underweight,vegetarian,male,low,twice a day,electricity,walk,electric,large,rarely,12.0,5.0,93.0,1.94,456.0,9.63
5644,underweight,vegan,other,moderate,rarely,solar,bike,petrol,medium,never,12.0,5.0,223.0,10.25,4398.0,4.59
5645,athletic,vegan,female,low,daily,electricity,hybrid,hybrid,large,rarely,0.0,4.0,189.0,11.24,1967.0,9.8
5646,average,vegetarian,other,low,frequently,gas,private,electric,medium,frequently,14.0,2.0,276.0,6.13,423.0,9.74
5647,overweight,vegetarian,other,high,twice a day,electricity,private,petrol,small,never,4.0,7.0,410.0,8.32,378.0,6.18
5648,average,pescetarian,male,low,daily,solar,bike,hybrid,large,frequently,1.0,3.0,321.0,1.87,4960.0,4.47
5649,average,vegan,male,moderate,daily,gas,hybrid,diesel,small,never,4.0,6.0,454.0,8.06,1701.0,1.95
5650,overweight,vegetarian,other,moderate,rarely,wood,public,hybrid,medium,never,16.0,1.0,166.0,7.79,1966.0,5.98
5651,underweight,omnivore,male,moderate,frequently,wood,public,diesel,medium,rarely,0.0,5.0,241.0,1.32,4922.0,8.51
5652,average,vegan,male,low,twice a day,gas,hybrid,petrol,medium,frequently,3.0,1.0,172.0,9.4,1046.0,4.56
5653,average,vegan,female,moderate,daily,gas,hybrid,petrol,medium,rarely,14.0,4.0,318.0,0.4,3706.0,5.55
5654,underweight,pescetarian,male,moderate,twice a day,solar,private,hybrid,small,frequently,14.0,2.0,483.0,11.76,4886.0,4.59
5655,overweight,omnivore,male,low,frequently,wood,bike,petrol,large,rarely,15.0,7.0,177.0,11.59,4057.0,7.33
5656,athletic,pescetarian,female,low,rarely,gas,bike,petrol,large,never,12.0,4.0,569.0,9.44,984.0,5.96
5657,underweight,omnivore,female,low,rarely,wood,private,diesel,medium,frequently,13.0,3.0,489.0,5.84,3777.0,5.63
5658,athletic,pescetarian,other,low,rarely,wood,walk,petrol,medium,frequently,1.0,2.0,233.0,3.58,1482.0,2.96
5659,athletic,omnivore,male,high,twice a day,solar,public,electric,small,rarely,9.0,3.0,185.0,4.07,1719.0,6.34
5660,underweight,omnivore,female,low,twice a day,gas,hybrid,diesel,small,frequently,4.0,3.0,513.0,1.24,724.0,5.45
5661,average,omnivore,male,low,daily,electricity,public,electric,medium,rarely,2.0,2.0,264.0,8.7,4462.0,7.32
5662,athletic,vegetarian,other,moderate,frequently,gas,public,hybrid,medium,rarely,19.0,3.0,403.0,11.53,3089.0,6.69
5663,athletic,vegan,male,moderate,frequently,wood,bike,electric,large,frequently,10.0,1.0,201.0,2.87,421.0,3.64
5664,overweight,omnivore,male,low,frequently,electricity,private,petrol,large,rarely,12.0,5.0,70.0,11.73,412.0,6.67
5665,average,vegetarian,male,low,twice a day,electricity,walk,hybrid,large,frequently,1.0,2.0,558.0,5.44,2226.0,7.88
5666,athletic,vegetarian,female,low,rarely,wood,walk,petrol,medium,never,6.0,4.0,355.0,1.68,1040.0,6.86
5667,overweight,pescetarian,female,moderate,frequently,electricity,private,hybrid,extra large,rarely,2.0,4.0,484.0,9.27,2393.0,5.5
5668,average,vegan,other,moderate,daily,electricity,public,hybrid,small,never,12.0,5.0,53.0,9.96,848.0,6.95
5669,underweight,vegan,male,low,twice a day,gas,private,diesel,small,rarely,5.0,4.0,122.0,4.05,1224.0,5.26
5670,underweight,pescetarian,other,moderate,rarely,wood,private,electric,small,frequently,8.0,5.0,154.0,11.6,4729.0,4.05
5671,overweight,vegan,other,moderate,frequently,solar,hybrid,petrol,medium,rarely,19.0,1.0,390.0,6.44,1917.0,6.59
5672,underweight,pescetarian,female,low,rarely,electricity,hybrid,hybrid,medium,rarely,1.0,7.0,181.0,0.39,3348.0,1.17
5673,athletic,vegetarian,male,moderate,daily,wood,public,diesel,small,frequently,11.0,7.0,369.0,4.14,3171.0,1.84
5674,average,vegetarian,male,low,frequently,gas,bike,hybrid,small,never,14.0,4.0,74.0,9.19,3721.0,2.65
5675,athletic,omnivore,other,high,frequently,gas,walk,electric,small,frequently,15.0,4.0,473.0,2.39,4218.0,9.81
5676,athletic,pescetarian,male,high,rarely,gas,hybrid,hybrid,medium,never,2.0,1.0,568.0,1.58,1468.0,3.58
5677,underweight,vegetarian,female,high,twice a day,electricity,public,electric,extra large,never,13.0,4.0,566.0,7.37,2167.0,5.5
5678,athletic,vegetarian,other,moderate,rarely,solar,private,hybrid,extra large,rarely,0.0,4.0,326.0,3.59,851.0,6.13
5679,underweight,pescetarian,other,high,daily,gas,hybrid,electric,extra large,rarely,15.0,1.0,481.0,7.36,3369.0,1.12
5680,average,vegetarian,female,moderate,rarely,solar,private,petrol,large,never,5.0,6.0,140.0,3.79,739.0,1.69
5681,average,vegan,female,low,rarely,wood,private,electric,large,frequently,14.0,1.0,110.0,9.26,1039.0,2.4
5682,athletic,vegetarian,female,high,frequently,gas,hybrid,electric,medium,never,14.0,6.0,384.0,5.06,636.0,2.96
5683,overweight,pescetarian,female,moderate,twice a day,electricity,public,petrol,extra large,rarely,2.0,1.0,254.0,11.83,3934.0,1.65
5684,underweight,vegan,female,high,twice a day,gas,walk,electric,extra large,frequently,3.0,7.0,523.0,4.5,4436.0,6.85
5685,underweight,vegan,female,moderate,twice a day,electricity,public,hybrid,large,frequently,16.0,6.0,105.0,1.76,4917.0,2.08
5686,athletic,vegetarian,other,moderate,twice a day,wood,bike,hybrid,extra large,rarely,12.0,4.0,242.0,7.62,4594.0,9.06
5687,underweight,omnivore,male,low,rarely,solar,bike,hybrid,small,frequently,1.0,5.0,75.0,8.74,861.0,5.53
5688,underweight,vegan,male,moderate,frequently,solar,walk,petrol,large,frequently,0.0,6.0,323.0,4.13,2046.0,2.68
5689,overweight,pescetarian,other,moderate,frequently,solar,bike,electric,small,never,19.0,5.0,377.0,8.95,588.0,3.08
5690,overweight,omnivore,male,high,twice a day,gas,private,electric,extra large,never,5.0,7.0,64.0,4.1,1851.0,6.82
5691,athletic,omnivore,male,low,rarely,gas,bike,hybrid,medium,rarely,4.0,2.0,327.0,1.17,1458.0,2.02
5692,overweight,vegan,other,moderate,twice a day,wood,hybrid,electric,extra large,never,5.0,2.0,565.0,1.0,1917.0,1.4
5693,athletic,vegetarian,male,high,twice a day,solar,private,hybrid,medium,frequently,17.0,7.0,70.0,5.72,2112.0,8.2
5694,average,omnivore,male,low,frequently,wood,public,hybrid,small,rarely,0.0,4.0,95.0,11.8,1723.0,5.43
5695,athletic,vegetarian,other,moderate,frequently,electricity,walk,hybrid,small,rarely,12.0,4.0,138.0,6.38,606.0,8.65
5696,average,vegan,male,high,twice a day,gas,hybrid,petrol,extra large,rarely,5.0,5.0,557.0,6.39,1667.0,9.55
5697,athletic,pescetarian,female,low,rarely,solar,hybrid,diesel,large,frequently,19.0,3.0,322.0,10.35,445.0,5.09
5698,underweight,omnivore,other,low,twice a day,gas,walk,diesel,small,never,11.0,7.0,145.0,11.37,2707.0,3.73
5699,overweight,pescetarian,male,low,frequently,solar,bike,electric,medium,frequently,9.0,2.0,115.0,2.11,1406.0,4.33
